data_lenth, frameIdx, cars_speed(m/s), heading_angle(degree), ground_noise, cfar_num, x(m), y(m), z(m), distance(m), speed(m/s), azi_angle(degree), pitch_angle(degree), range_Idx, doppler_Idx, angle_Idx, SNR
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.02 ,7.87 ,0.92 ,8.88 ,-0.94 ,-26.94 ,5.95, 213, 119, 255, 25
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.60 ,7.64 ,-0.27 ,8.93 ,-0.42 ,-31.03 ,-1.74, 214, 124, 255, 18
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.14 ,7.46 ,0.60 ,8.55 ,-1.05 ,-28.97 ,4.03, 205, 118, 255, 35
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.46 ,7.72 ,-0.39 ,8.93 ,-0.63 ,-30.00 ,-2.52, 214, 122, 255, 21
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.23 ,7.29 ,0.76 ,8.47 ,-0.94 ,-30.00 ,5.15, 203, 119, 255, 22
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.83 ,7.55 ,0.06 ,8.47 ,-0.63 ,-26.94 ,0.44, 203, 122, 255, 30
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.14 ,7.45 ,0.65 ,8.55 ,-0.94 ,-28.97 ,4.36, 205, 119, 255, 33
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.04 ,7.62 ,0.38 ,8.63 ,-1.05 ,-27.95 ,2.55, 207, 118, 255, 27
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.95 ,7.75 ,0.59 ,8.72 ,-1.05 ,-26.94 ,3.92, 209, 118, 255, 27
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.08 ,7.34 ,0.68 ,8.43 ,-1.05 ,-28.97 ,4.62, 202, 118, 255, 20
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.68 ,7.58 ,-0.03 ,8.43 ,-0.73 ,-25.94 ,-0.24, 202, 121, 255, 20
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.70 ,7.61 ,-0.02 ,8.47 ,-0.73 ,-25.94 ,-0.20, 203, 121, 255, 24
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.12 ,7.41 ,0.67 ,8.51 ,-0.94 ,-28.97 ,4.56, 204, 119, 255, 27
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.74 ,7.69 ,-0.22 ,8.55 ,-0.63 ,-25.94 ,-1.52, 205, 122, 255, 25
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.95 ,7.75 ,0.59 ,8.72 ,-0.94 ,-26.94 ,3.90, 209, 119, 255, 24
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.99 ,7.80 ,0.82 ,8.80 ,-1.15 ,-26.94 ,5.35, 211, 117, 255, 24
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.14 ,7.76 ,0.86 ,8.84 ,-0.84 ,-27.95 ,5.58, 212, 120, 255, 22
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.02 ,7.88 ,0.77 ,8.88 ,-1.05 ,-26.94 ,5.00, 213, 118, 255, 24
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.48 ,7.75 ,-0.52 ,8.97 ,-0.73 ,-30.00 ,-3.38, 215, 121, 255, 19
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.22 ,7.96 ,0.20 ,9.01 ,-1.05 ,-27.95 ,1.33, 216, 118, 255, 19
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.82 ,7.51 ,0.47 ,8.47 ,-0.42 ,-27.95 ,3.20, 203, 124, 247, 19
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.12 ,7.42 ,0.59 ,8.51 ,-1.05 ,-28.97 ,4.01, 204, 118, 255, 27
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.60 ,7.75 ,-0.01 ,8.55 ,-0.52 ,-24.95 ,-0.11, 205, 123, 253, 24
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.04 ,7.62 ,0.38 ,8.63 ,-1.05 ,-27.95 ,2.55, 207, 118, 255, 34
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.02 ,7.90 ,0.55 ,8.88 ,-1.15 ,-26.94 ,3.58, 213, 117, 255, 16
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.04 ,7.91 ,0.89 ,8.93 ,-1.05 ,-26.94 ,5.76, 214, 118, 239, 16
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.23 ,7.29 ,0.77 ,8.47 ,-1.05 ,-30.00 ,5.25, 203, 118, 255, 21
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.83 ,7.55 ,0.07 ,8.88 ,-0.94 ,-28.97 ,1.02, 213, 119, 222, 24
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.36 ,7.86 ,-0.55 ,9.01 ,-0.42 ,-28.97 ,-3.52, 216, 124, 255, 19
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.36 ,7.87 ,-0.37 ,9.01 ,-0.21 ,-28.97 ,-2.41, 216, 126, 255, 18
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.23 ,7.33 ,0.32 ,8.47 ,-1.05 ,-30.00 ,2.19, 203, 118, 255, 20
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.83 ,7.55 ,-0.17 ,8.47 ,-0.42 ,-26.94 ,-1.17, 203, 124, 255, 33
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.83 ,7.55 ,-0.14 ,8.47 ,-0.21 ,-26.94 ,-0.96, 203, 126, 255, 27
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.99 ,7.51 ,0.17 ,8.51 ,-0.73 ,-27.95 ,1.20, 204, 121, 239, 24
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.60 ,7.75 ,-0.09 ,8.55 ,-0.31 ,-24.95 ,-0.61, 205, 125, 255, 27
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.16 ,7.49 ,0.66 ,8.59 ,-1.15 ,-28.97 ,4.42, 206, 117, 255, 22
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.89 ,7.66 ,-0.21 ,8.59 ,-0.73 ,-26.94 ,-1.45, 206, 121, 255, 24
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.18 ,7.51 ,0.85 ,8.63 ,-1.15 ,-28.97 ,5.64, 207, 117, 255, 24
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.10 ,7.69 ,0.82 ,8.76 ,-0.94 ,-27.95 ,5.37, 210, 119, 255, 22
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.97 ,7.79 ,0.59 ,8.76 ,-0.73 ,-26.94 ,3.90, 210, 121, 255, 19
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.99 ,7.80 ,0.81 ,8.80 ,-0.73 ,-26.94 ,5.29, 211, 121, 255, 18
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.18 ,7.87 ,0.55 ,8.93 ,-1.15 ,-27.95 ,3.53, 214, 117, 255, 21
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.46 ,7.71 ,-0.61 ,8.93 ,-0.31 ,-30.00 ,-3.96, 214, 125, 255, 19
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.20 ,7.92 ,0.15 ,8.97 ,-0.94 ,-27.95 ,0.97, 215, 119, 255, 21
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.14 ,7.46 ,0.61 ,8.55 ,-1.15 ,-28.97 ,4.11, 205, 117, 255, 16
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.60 ,7.75 ,-0.10 ,8.55 ,-0.42 ,-24.95 ,-0.68, 205, 124, 255, 26
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-3.95 ,7.65 ,1.36 ,8.72 ,-0.94 ,-26.94 ,8.99, 209, 119, 255, 21
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.00 ,7.87 ,0.41 ,8.84 ,-0.94 ,-26.94 ,2.65, 212, 119, 255, 19
1113 ,32810 ,0.00 ,0.00 ,1048 ,57 ,-4.46 ,7.68 ,-0.83 ,8.93 ,-0.84 ,-30.00 ,-5.35, 214, 120, 255, 20
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.03 ,7.57 ,0.59 ,8.59 ,-1.36 ,-27.95 ,3.96, 206, 115, 255, 19
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.32 ,7.77 ,-0.78 ,8.93 ,-1.05 ,-28.97 ,-5.05, 214, 118, 255, 20
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.95 ,7.43 ,0.42 ,8.43 ,-0.94 ,-27.95 ,2.87, 202, 119, 255, 32
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.70 ,7.60 ,-0.41 ,8.47 ,-0.42 ,-25.94 ,-2.78, 203, 124, 255, 28
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.12 ,7.43 ,0.47 ,8.51 ,-1.26 ,-28.97 ,3.19, 204, 116, 255, 19
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.01 ,7.52 ,0.66 ,8.55 ,-0.94 ,-27.95 ,4.44, 205, 119, 255, 31
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.83 ,7.85 ,0.62 ,8.76 ,-0.52 ,-25.94 ,4.08, 210, 123, 255, 19
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.85 ,7.90 ,0.50 ,8.80 ,-1.05 ,-25.94 ,3.27, 211, 118, 255, 19
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.44 ,7.69 ,-0.36 ,8.88 ,-1.26 ,-30.00 ,-2.36, 213, 116, 255, 20
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.95 ,7.43 ,0.38 ,8.43 ,-1.05 ,-27.95 ,2.60, 202, 118, 255, 28
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.83 ,7.85 ,0.63 ,8.76 ,-0.63 ,-25.94 ,4.13, 210, 122, 255, 16
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.83 ,7.87 ,0.35 ,8.76 ,-0.42 ,-25.94 ,2.31, 210, 124, 255, 18
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.85 ,7.89 ,0.56 ,8.80 ,-0.94 ,-25.94 ,3.65, 211, 119, 255, 19
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.30 ,7.76 ,-0.42 ,8.88 ,-1.05 ,-28.97 ,-2.71, 213, 118, 255, 20
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.68 ,7.57 ,-0.27 ,8.43 ,-0.42 ,-25.94 ,-1.87, 202, 124, 255, 27
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.99 ,7.49 ,0.56 ,8.51 ,-0.84 ,-27.95 ,3.79, 204, 120, 255, 30
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.91 ,7.67 ,0.68 ,8.63 ,-0.94 ,-26.94 ,4.53, 207, 119, 255, 24
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.79 ,7.77 ,0.71 ,8.68 ,-0.94 ,-25.94 ,4.72, 208, 119, 255, 22
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.46 ,7.72 ,-0.47 ,8.93 ,-1.26 ,-30.00 ,-3.05, 214, 116, 255, 20
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.67 ,7.54 ,-0.09 ,8.38 ,-0.52 ,-25.94 ,-0.67, 201, 123, 255, 20
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.82 ,7.50 ,0.36 ,8.43 ,-0.84 ,-26.94 ,2.44, 202, 120, 255, 27
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.68 ,7.58 ,-0.05 ,8.43 ,-0.52 ,-25.94 ,-0.36, 202, 123, 255, 27
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.70 ,7.60 ,-0.43 ,8.47 ,-0.31 ,-25.94 ,-2.94, 203, 125, 255, 26
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.85 ,7.58 ,-0.06 ,8.51 ,-0.73 ,-26.94 ,-0.45, 204, 121, 255, 26
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.01 ,7.53 ,0.59 ,8.55 ,-0.84 ,-27.95 ,3.97, 205, 120, 255, 30
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.03 ,7.56 ,0.65 ,8.59 ,-0.94 ,-27.95 ,4.38, 206, 119, 255, 27
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.93 ,7.69 ,0.81 ,8.68 ,-0.84 ,-26.94 ,5.41, 208, 120, 255, 20
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.81 ,7.73 ,1.30 ,8.72 ,-0.84 ,-25.94 ,8.61, 209, 120, 255, 19
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.82 ,7.51 ,-0.35 ,8.88 ,-1.36 ,-30.00 ,-2.26, 213, 115, 247, 19
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.93 ,7.71 ,0.66 ,8.68 ,-1.15 ,-26.94 ,4.39, 208, 117, 255, 19
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.81 ,7.83 ,0.24 ,8.72 ,-0.42 ,-25.94 ,1.61, 209, 124, 253, 16
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.32 ,7.76 ,-0.83 ,8.93 ,-0.94 ,-28.97 ,-5.36, 214, 119, 255, 18
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.93 ,7.39 ,0.43 ,8.38 ,-0.94 ,-27.95 ,2.99, 201, 119, 255, 25
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.68 ,7.57 ,-0.39 ,8.43 ,-0.31 ,-25.94 ,-2.65, 202, 125, 239, 22
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.70 ,7.61 ,-0.08 ,8.47 ,-0.52 ,-25.94 ,-0.54, 203, 123, 255, 22
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.12 ,7.40 ,0.81 ,8.51 ,-0.94 ,-28.97 ,5.49, 204, 119, 222, 29
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.59 ,7.70 ,-0.52 ,8.51 ,-0.42 ,-24.95 ,-3.54, 204, 124, 255, 21
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.14 ,7.47 ,0.32 ,8.55 ,-1.26 ,-28.97 ,2.18, 205, 116, 255, 18
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.01 ,7.45 ,1.24 ,8.55 ,-1.05 ,-27.95 ,8.38, 205, 118, 255, 32
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.04 ,7.62 ,0.36 ,8.63 ,-0.94 ,-27.95 ,2.40, 207, 119, 255, 25
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.04 ,7.62 ,0.36 ,8.63 ,-0.94 ,-27.95 ,2.40, 207, 119, 255, 34
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.02 ,7.89 ,0.68 ,8.88 ,-0.84 ,-26.94 ,4.41, 213, 120, 239, 22
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.82 ,7.51 ,0.17 ,8.43 ,-0.63 ,-26.94 ,1.16, 202, 122, 255, 19
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.59 ,7.71 ,-0.25 ,8.51 ,-0.73 ,-24.95 ,-1.70, 204, 121, 255, 20
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.14 ,7.47 ,0.46 ,8.55 ,-1.15 ,-28.97 ,3.13, 205, 117, 255, 25
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.89 ,7.66 ,0.16 ,8.59 ,-0.84 ,-26.94 ,1.12, 206, 120, 255, 18
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.12 ,7.75 ,0.57 ,8.80 ,-1.26 ,-27.95 ,3.71, 211, 116, 255, 16
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.00 ,7.87 ,0.42 ,8.84 ,-1.15 ,-26.94 ,2.74, 212, 117, 255, 18
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.12 ,7.44 ,0.34 ,8.51 ,-1.15 ,-28.97 ,2.30, 204, 117, 255, 16
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.87 ,7.61 ,0.45 ,8.55 ,-0.84 ,-26.94 ,3.05, 205, 120, 255, 20
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.04 ,7.62 ,0.40 ,8.63 ,-1.15 ,-27.95 ,2.69, 207, 117, 255, 18
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.83 ,7.81 ,1.04 ,8.76 ,-0.94 ,-25.94 ,6.83, 210, 119, 255, 22
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-4.00 ,7.83 ,0.88 ,8.84 ,-1.05 ,-26.94 ,5.77, 212, 118, 255, 23
1056 ,32811 ,0.00 ,0.00 ,1060 ,54 ,-3.60 ,7.75 ,-0.10 ,8.55 ,-0.42 ,-24.95 ,-0.68, 205, 124, 255, 26
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.89 ,7.32 ,0.38 ,8.30 ,-0.94 ,-27.95 ,2.68, 199, 119, 255, 27
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.80 ,7.47 ,0.32 ,8.38 ,-0.63 ,-26.94 ,2.21, 201, 122, 255, 31
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.95 ,7.41 ,0.65 ,8.43 ,-0.94 ,-27.95 ,4.48, 202, 119, 255, 30
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.62 ,7.78 ,0.47 ,8.59 ,-1.05 ,-24.95 ,3.13, 206, 118, 255, 19
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-4.12 ,7.77 ,-0.09 ,8.80 ,-1.68 ,-27.95 ,-0.60, 211, 112, 255, 26
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.68 ,7.57 ,-0.22 ,8.43 ,-0.21 ,-25.94 ,-1.50, 202, 126, 255, 31
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.89 ,7.66 ,0.04 ,8.59 ,-0.73 ,-26.94 ,0.30, 206, 121, 255, 24
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.83 ,7.85 ,0.67 ,8.76 ,-0.73 ,-25.94 ,4.39, 210, 121, 255, 23
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-4.14 ,7.80 ,-0.48 ,8.84 ,-1.89 ,-27.95 ,-3.12, 212, 110, 255, 22
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.82 ,7.50 ,0.38 ,8.43 ,-1.15 ,-26.94 ,2.61, 202, 117, 255, 22
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.68 ,7.58 ,-0.12 ,8.43 ,-0.31 ,-25.94 ,-0.83, 202, 125, 255, 31
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.77 ,7.75 ,0.51 ,8.63 ,-0.73 ,-25.94 ,3.41, 207, 121, 255, 23
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-4.10 ,7.74 ,-0.15 ,8.76 ,-1.68 ,-27.95 ,-0.99, 210, 112, 255, 25
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.91 ,7.35 ,0.47 ,8.34 ,-0.94 ,-27.95 ,3.23, 200, 119, 255, 27
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.82 ,7.50 ,0.34 ,8.43 ,-1.26 ,-26.94 ,2.33, 202, 116, 255, 20
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.82 ,7.47 ,0.73 ,8.43 ,-0.84 ,-26.94 ,4.98, 202, 120, 255, 29
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.82 ,7.50 ,0.40 ,8.43 ,-0.63 ,-26.94 ,2.75, 202, 122, 255, 31
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.85 ,7.57 ,0.49 ,8.51 ,-1.36 ,-26.94 ,3.34, 204, 115, 255, 16
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.79 ,7.75 ,0.87 ,8.68 ,-0.73 ,-25.94 ,5.76, 208, 121, 255, 20
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.85 ,7.87 ,0.83 ,8.80 ,-0.73 ,-25.94 ,5.42, 211, 121, 255, 21
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.74 ,7.36 ,0.30 ,8.26 ,-0.94 ,-26.94 ,2.12, 198, 119, 255, 20
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.67 ,7.54 ,-0.06 ,8.38 ,-0.21 ,-25.94 ,-0.46, 201, 126, 255, 26
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.57 ,7.67 ,-0.29 ,8.47 ,-0.21 ,-24.95 ,-1.98, 203, 126, 255, 29
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.89 ,7.66 ,-0.11 ,8.59 ,-0.63 ,-26.94 ,-0.76, 206, 122, 255, 21
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.77 ,7.74 ,0.62 ,8.63 ,-0.94 ,-25.94 ,4.13, 207, 119, 255, 18
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.83 ,7.85 ,0.64 ,8.76 ,-0.63 ,-25.94 ,4.20, 210, 122, 255, 20
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-4.16 ,7.82 ,-0.62 ,8.88 ,-1.89 ,-27.95 ,-4.00, 213, 110, 255, 16
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.89 ,7.32 ,0.37 ,8.30 ,-1.05 ,-27.95 ,2.61, 199, 118, 255, 24
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.78 ,7.43 ,0.17 ,8.34 ,-0.63 ,-26.94 ,1.18, 200, 122, 247, 21
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.67 ,7.53 ,0.35 ,8.38 ,-0.52 ,-25.94 ,2.40, 201, 123, 255, 28
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.83 ,7.51 ,0.79 ,8.47 ,-0.94 ,-26.94 ,5.39, 203, 119, 253, 27
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.97 ,7.45 ,0.62 ,8.47 ,-0.73 ,-27.95 ,4.24, 203, 121, 255, 28
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.85 ,7.53 ,0.92 ,8.51 ,-0.73 ,-26.94 ,6.23, 204, 121, 255, 26
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.83 ,7.84 ,0.71 ,8.76 ,-0.52 ,-25.94 ,4.68, 210, 123, 239, 18
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-4.12 ,7.77 ,-0.20 ,8.80 ,-1.57 ,-27.95 ,-1.30, 211, 113, 255, 22
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-4.00 ,7.88 ,-0.20 ,8.84 ,-1.57 ,-26.94 ,-1.30, 212, 113, 222, 16
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.68 ,7.57 ,0.33 ,8.43 ,-0.52 ,-25.94 ,2.28, 202, 123, 255, 28
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-4.14 ,7.47 ,0.32 ,8.55 ,-1.26 ,-28.97 ,2.18, 205, 116, 255, 18
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-4.01 ,7.45 ,1.24 ,8.55 ,-1.05 ,-27.95 ,8.38, 205, 118, 255, 22
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.93 ,7.71 ,0.62 ,8.68 ,-1.05 ,-26.94 ,4.11, 208, 118, 255, 20
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-4.32 ,7.80 ,-0.45 ,8.93 ,-1.36 ,-28.97 ,-2.95, 214, 115, 255, 16
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-4.06 ,7.32 ,0.49 ,8.38 ,-1.05 ,-28.97 ,3.39, 201, 118, 239, 22
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.80 ,7.47 ,0.32 ,8.38 ,-0.63 ,-26.94 ,1.16, 202, 122, 255, 19
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.59 ,7.71 ,-0.25 ,8.51 ,-0.73 ,-24.95 ,-1.70, 204, 121, 255, 20
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-4.14 ,7.47 ,0.46 ,8.55 ,-1.15 ,-28.97 ,3.13, 205, 117, 255, 25
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.89 ,7.66 ,0.16 ,8.59 ,-0.84 ,-26.94 ,1.12, 206, 120, 255, 18
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.83 ,7.55 ,-0.13 ,8.47 ,-0.73 ,-26.94 ,-0.93, 203, 121, 255, 22
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.99 ,7.51 ,0.30 ,8.51 ,-1.15 ,-27.95 ,2.06, 204, 117, 255, 18
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.80 ,7.47 ,-0.13 ,8.38 ,-0.42 ,-26.94 ,-0.94, 201, 124, 255, 16
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.82 ,7.51 ,-0.03 ,8.43 ,-0.63 ,-26.94 ,-0.25, 202, 122, 255, 18
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.70 ,7.61 ,0.21 ,8.47 ,-1.05 ,-25.94 ,1.42, 203, 118, 255, 23
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.72 ,7.64 ,-0.34 ,8.51 ,-0.63 ,-25.94 ,-2.34, 204, 122, 255, 19
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.74 ,7.69 ,0.06 ,8.55 ,-0.73 ,-25.94 ,0.41, 205, 121, 255, 21
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.81 ,7.84 ,-0.08 ,8.80 ,-1.78 ,-26.94 ,-0.55, 211, 111, 255, 20
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-4.30 ,7.75 ,-0.61 ,8.88 ,-1.78 ,-28.97 ,-3.94, 213, 111, 255, 16
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.91 ,7.36 ,0.41 ,8.34 ,-1.05 ,-27.95 ,2.87, 200, 118, 255, 22
1246 ,32812 ,0.00 ,0.00 ,1060 ,64 ,-3.91 ,7.35 ,0.52 ,8.34 ,-0.84 ,-27.95 ,3.60, 200, 120, 255, 24
