data_lenth, frameIdx, cars_speed(m/s), heading_angle(degree), ground_noise, cfar_num, x(m), y(m), z(m), distance(m), speed(m/s), azi_angle(degree), pitch_angle(degree), range_Idx, doppler_Idx, angle_Idx, SNR
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.67 ,7.63 ,0.92 ,9.55 ,0.94 ,36.42 ,5.57, 229, 9, 255, 20
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.84 ,7.59 ,-0.47 ,9.59 ,1.99 ,37.54 ,-2.84, 230, 19, 255, 22
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.72 ,7.75 ,0.28 ,9.64 ,0.42 ,36.42 ,1.70, 231, 4, 255, 22
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.72 ,7.74 ,0.37 ,9.64 ,0.63 ,36.42 ,2.23, 231, 6, 255, 22
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.72 ,7.75 ,-0.25 ,9.64 ,2.20 ,36.42 ,-1.54, 231, 21, 255, 19
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.59 ,7.89 ,-0.17 ,9.68 ,0.21 ,35.31 ,-1.05, 232, 2, 255, 30
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.59 ,7.89 ,-0.34 ,9.68 ,0.42 ,35.31 ,5.13, 225, 7, 255, 19
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.65 ,7.63 ,0.63 ,9.51 ,0.84 ,36.42 ,3.80, 228, 8, 255, 18
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.87 ,7.63 ,-0.41 ,9.64 ,1.89 ,37.54 ,-2.47, 231, 18, 255, 20
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.72 ,7.74 ,-0.46 ,9.64 ,2.31 ,36.42 ,-2.79, 231, 22, 255, 16
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.74 ,7.76 ,0.66 ,9.68 ,0.73 ,36.42 ,3.92, 232, 7, 255, 20
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.74 ,7.76 ,0.66 ,9.68 ,0.73 ,36.42 ,3.92, 232, 7, 255, 19
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.72 ,7.40 ,0.79 ,9.39 ,0.84 ,37.54 ,4.84, 225, 8, 255, 18
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.65 ,7.08 ,-2.90 ,9.51 ,0.94 ,36.42 ,-17.76, 228, 9, 255, 16
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.84 ,7.59 ,-0.43 ,9.59 ,2.20 ,37.54 ,-2.62, 230, 21, 255, 16
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.72 ,7.75 ,0.34 ,9.64 ,0.84 ,36.42 ,2.03, 231, 8, 255, 20
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.74 ,7.77 ,-0.53 ,9.68 ,1.99 ,36.42 ,-3.14, 232, 19, 255, 24
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.84 ,7.59 ,-0.44 ,9.59 ,1.89 ,37.54 ,-2.65, 230, 18, 247, 18
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.69 ,7.70 ,-0.52 ,9.59 ,2.10 ,36.42 ,-3.12, 230, 20, 255, 20
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.69 ,7.72 ,-0.20 ,9.59 ,0.94 ,36.42 ,-1.23, 230, 9, 253, 18
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.72 ,7.75 ,0.29 ,9.64 ,0.52 ,36.42 ,1.75, 231, 5, 255, 20
657 ,32913 ,0.00 ,0.00 ,1051 ,33 ,5.69 ,7.72 ,0.07 ,9.59 ,0.31 ,36.42 ,0.46, 230, 3, 255, 19
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.77 ,7.50 ,0.32 ,9.47 ,0.63 ,37.54 ,1.98, 227, 6, 255, 19
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.72 ,7.75 ,-0.18 ,9.64 ,0.94 ,36.42 ,-1.11, 231, 9, 255, 20
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.59 ,7.89 ,-0.33 ,9.68 ,0.31 ,35.31 ,-1.96, 232, 3, 255, 20
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.90 ,7.64 ,0.67 ,9.68 ,0.73 ,37.54 ,3.99, 232, 7, 255, 19
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.95 ,7.74 ,-0.15 ,9.76 ,1.15 ,37.54 ,-0.91, 234, 11, 255, 16
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.95 ,7.70 ,-0.79 ,9.76 ,1.68 ,37.54 ,-4.68, 234, 16, 255, 22
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.62 ,7.59 ,0.70 ,9.47 ,0.84 ,36.42 ,4.28, 227, 8, 255, 16
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.95 ,7.73 ,-0.42 ,9.76 ,2.52 ,37.54 ,-2.47, 234, 24, 255, 16
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.74 ,7.78 ,-0.41 ,9.68 ,0.94 ,36.42 ,-2.45, 232, 9, 255, 20
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.77 ,7.50 ,0.18 ,9.47 ,0.52 ,37.54 ,1.13, 227, 5, 255, 16
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.74 ,7.78 ,0.34 ,9.68 ,0.63 ,37.54 ,3.10, 232, 6, 255, 19
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.62 ,7.93 ,-0.17 ,9.72 ,0.31 ,35.31 ,-1.00, 233, 3, 255, 20
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.92 ,7.69 ,-0.51 ,9.72 ,1.68 ,37.54 ,-3.02, 233, 16, 255, 20
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.77 ,7.81 ,-0.31 ,9.72 ,0.42 ,36.42 ,-1.84, 233, 4, 255, 16
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.59 ,7.89 ,0.33 ,9.68 ,0.21 ,35.31 ,1.99, 232, 2, 255, 20
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.77 ,7.80 ,0.48 ,9.72 ,0.63 ,36.42 ,2.86, 233, 6, 255, 16
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.95 ,7.69 ,-0.90 ,9.76 ,1.57 ,37.54 ,-5.30, 234, 15, 255, 18
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.57 ,7.86 ,-0.27 ,9.64 ,0.21 ,35.31 ,-1.63, 231, 2, 255, 18
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.72 ,7.75 ,-0.15 ,9.64 ,0.84 ,36.42 ,-0.94, 231, 8, 255, 16
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.92 ,7.66 ,0.85 ,9.72 ,0.73 ,37.54 ,5.04, 233, 7, 255, 16
429 ,32914 ,0.00 ,0.00 ,1064 ,21 ,5.74 ,7.76 ,-0.60 ,9.68 ,0.84 ,36.42 ,-3.58, 232, 8, 255, 16
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.77 ,7.82 ,0.04 ,9.72 ,0.63 ,36.42 ,0.26, 233, 6, 255, 26
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.92 ,7.70 ,0.30 ,9.72 ,0.84 ,37.54 ,1.77, 233, 8, 255, 24
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.82 ,7.57 ,0.24 ,9.55 ,0.84 ,37.54 ,1.44, 229, 8, 255, 26
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.97 ,7.77 ,-0.26 ,9.80 ,1.26 ,37.54 ,-1.53, 235, 12, 255, 22
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,6.13 ,7.64 ,-0.40 ,9.80 ,1.47 ,38.68 ,-2.34, 235, 14, 255, 22
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.90 ,7.65 ,0.59 ,9.68 ,0.94 ,37.54 ,3.54, 232, 9, 255, 23
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.62 ,7.91 ,-0.62 ,9.72 ,0.42 ,35.31 ,-3.68, 233, 4, 255, 16
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,6.00 ,7.77 ,-0.74 ,9.84 ,1.57 ,37.54 ,-4.30, 236, 15, 255, 21
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.79 ,7.52 ,0.48 ,9.51 ,0.84 ,37.54 ,2.92, 228, 8, 255, 25
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.57 ,7.85 ,-0.36 ,9.64 ,0.21 ,35.31 ,-2.16, 231, 2, 255, 22
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.77 ,7.82 ,-0.09 ,9.72 ,0.52 ,36.42 ,-0.55, 233, 5, 255, 21
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.84 ,7.90 ,0.53 ,9.84 ,0.84 ,36.42 ,3.12, 236, 8, 255, 16
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.82 ,7.57 ,0.23 ,9.55 ,0.73 ,37.54 ,1.40, 229, 7, 255, 25
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.84 ,7.61 ,-0.10 ,9.59 ,0.84 ,37.54 ,-0.61, 230, 8, 255, 22
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.87 ,7.61 ,0.66 ,9.64 ,0.94 ,37.54 ,3.97, 231, 9, 255, 20
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.79 ,7.85 ,0.13 ,9.76 ,0.84 ,36.42 ,0.76, 234, 8, 255, 22
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,6.13 ,7.64 ,-0.31 ,9.80 ,1.15 ,38.68 ,-1.83, 235, 11, 255, 20
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,6.13 ,7.65 ,-0.19 ,9.80 ,1.36 ,35.31 ,-1.63, 231, 2, 255, 18
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.92 ,7.37 ,0.53 ,9.47 ,0.84 ,38.68 ,3.21, 227, 8, 255, 18
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.87 ,7.63 ,0.43 ,9.64 ,1.05 ,37.54 ,2.57, 231, 10, 255, 16
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,6.07 ,7.59 ,-0.04 ,9.72 ,0.73 ,38.68 ,-0.28, 233, 7, 255, 24
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.77 ,7.82 ,-0.09 ,9.72 ,0.52 ,36.42 ,-0.55, 233, 5, 255, 23
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.94 ,7.42 ,0.30 ,9.51 ,0.73 ,38.68 ,1.81, 228, 7, 255, 24
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.99 ,7.45 ,-0.80 ,9.59 ,0.21 ,38.68 ,-4.79, 230, 2, 255, 18
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.74 ,7.79 ,0.00 ,9.68 ,0.63 ,36.42 ,-0.01, 232, 6, 255, 20
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.62 ,7.91 ,-0.62 ,9.72 ,0.42 ,35.31 ,-3.68, 233, 4, 255, 25
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.99 ,7.49 ,-0.14 ,9.59 ,0.73 ,38.68 ,-0.86, 230, 7, 255, 21
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.74 ,7.79 ,0.00 ,9.68 ,0.63 ,36.42 ,-0.01, 232, 6, 255, 21
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.92 ,7.68 ,0.60 ,9.72 ,0.94 ,37.54 ,3.57, 233, 9, 247, 20
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.74 ,7.78 ,-0.18 ,9.68 ,0.52 ,36.42 ,-1.07, 232, 5, 255, 22
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.14 ,8.17 ,0.69 ,9.68 ,0.73 ,32.08 ,4.12, 232, 7, 253, 20
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.84 ,7.61 ,-0.10 ,9.59 ,0.84 ,37.54 ,-0.61, 230, 8, 255, 26
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.74 ,7.78 ,-0.18 ,9.68 ,0.52 ,36.42 ,-1.07, 232, 5, 255, 16
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.79 ,7.85 ,0.12 ,9.76 ,0.63 ,36.42 ,0.72, 234, 6, 239, 20
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,5.90 ,7.66 ,0.34 ,9.68 ,1.05 ,37.54 ,2.06, 232, 10, 255, 16
714 ,32915 ,0.00 ,0.00 ,1075 ,36 ,6.10 ,7.62 ,0.03 ,9.59 ,0.63 ,35.31 ,-0.53, 230, 6, 222, 16
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.97 ,7.44 ,0.41 ,9.55 ,0.94 ,38.68 ,2.50, 229, 9, 255, 24
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.90 ,7.65 ,0.54 ,9.68 ,1.05 ,37.54 ,3.19, 232, 10, 255, 18
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.82 ,7.88 ,0.38 ,9.80 ,1.05 ,36.42 ,2.22, 235, 10, 255, 20
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,6.15 ,7.63 ,0.88 ,9.84 ,0.84 ,38.68 ,5.16, 236, 8, 255, 18
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,6.20 ,7.73 ,-0.59 ,9.93 ,1.36 ,38.68 ,-3.41, 238, 13, 255, 30
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.82 ,7.89 ,0.08 ,9.80 ,1.15 ,36.42 ,0.47, 235, 11, 255, 20
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,6.18 ,7.70 ,-0.47 ,9.89 ,1.36 ,38.68 ,-2.76, 237, 13, 255, 28
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.99 ,7.48 ,0.36 ,9.59 ,0.94 ,38.68 ,2.17, 230, 9, 255, 23
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.87 ,7.63 ,0.45 ,9.64 ,1.15 ,37.54 ,2.70, 231, 11, 255, 18
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.90 ,7.67 ,0.19 ,9.68 ,1.15 ,37.54 ,1.16, 232, 11, 255, 16
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,6.20 ,7.72 ,-0.62 ,9.93 ,1.26 ,38.68 ,-3.57, 238, 12, 255, 23
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,6.20 ,7.73 ,-0.54 ,9.93 ,1.47 ,38.68 ,-3.13, 238, 14, 255, 26
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.82 ,7.57 ,0.23 ,9.55 ,0.73 ,37.54 ,1.40, 229, 7, 255, 25
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.84 ,7.61 ,-0.10 ,9.59 ,0.84 ,37.54 ,-0.61, 230, 8, 255, 22
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.79 ,7.84 ,0.41 ,9.76 ,1.05 ,36.42 ,2.43, 234, 10, 255, 16
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.99 ,7.49 ,0.04 ,9.59 ,0.84 ,38.68 ,0.26, 230, 8, 255, 16
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.84 ,7.59 ,0.48 ,9.59 ,1.05 ,37.54 ,2.88, 230, 10, 255, 22
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.95 ,7.74 ,0.16 ,9.76 ,1.15 ,37.54 ,0.97, 234, 11, 255, 16
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,6.46 ,7.42 ,-0.31 ,9.84 ,1.36 ,41.01 ,-1.81, 236, 13, 255, 18
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,6.07 ,7.88 ,-0.63 ,9.97 ,1.36 ,37.54 ,-3.67, 239, 13, 255, 22
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,6.33 ,7.58 ,-0.47 ,9.89 ,1.26 ,39.83 ,-2.74, 237, 12, 255, 23
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,6.18 ,7.71 ,-0.42 ,9.89 ,1.47 ,38.68 ,-2.43, 237, 14, 255, 24
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,6.07 ,7.88 ,-0.65 ,9.97 ,1.26 ,37.54 ,-3.76, 239, 12, 255, 16
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,6.07 ,7.88 ,-0.61 ,9.97 ,1.47 ,37.54 ,-3.53, 239, 14, 255, 19
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.74 ,7.79 ,0.00 ,9.68 ,0.63 ,36.42 ,-0.01, 232, 6, 255, 20
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.62 ,7.91 ,-0.62 ,9.72 ,0.42 ,35.31 ,-3.68, 233, 4, 255, 25
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.99 ,7.49 ,-0.14 ,9.59 ,0.73 ,38.68 ,-0.86, 230, 7, 255, 21
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.74 ,7.79 ,0.00 ,9.68 ,0.63 ,36.42 ,-0.01, 232, 6, 255, 21
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.92 ,7.68 ,0.60 ,9.72 ,0.94 ,37.54 ,3.57, 233, 9, 247, 20
600 ,32916 ,0.00 ,0.00 ,1091 ,30 ,5.74 ,7.78 ,-0.18 ,9.68 ,0.52 ,36.42 ,-1.07, 232, 5, 255, 22
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.02 ,7.52 ,0.30 ,9.64 ,1.15 ,38.68 ,1.78, 231, 11, 255, 29
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.30 ,7.56 ,-0.11 ,9.84 ,1.05 ,39.83 ,-0.67, 236, 10, 255, 20
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.02 ,7.84 ,-0.01 ,9.89 ,1.57 ,37.54 ,-0.06, 237, 15, 255, 25
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.20 ,7.75 ,0.02 ,9.93 ,1.36 ,38.68 ,0.15, 238, 13, 255, 19
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.26 ,7.77 ,-0.86 ,10.01 ,1.36 ,38.68 ,-4.94, 240, 13, 255, 24
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.44 ,7.69 ,-0.71 ,10.05 ,0.42 ,39.83 ,-4.08, 241, 4, 255, 21
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,5.92 ,7.70 ,0.30 ,9.72 ,1.26 ,37.54 ,1.79, 233, 12, 255, 20
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.05 ,7.85 ,0.50 ,9.93 ,0.84 ,37.54 ,2.88, 238, 8, 255, 16
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.26 ,7.77 ,-0.82 ,10.01 ,1.47 ,38.68 ,-4.73, 240, 14, 255, 20
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.47 ,7.71 ,-0.80 ,10.10 ,0.42 ,39.83 ,-4.58, 242, 4, 255, 19
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.02 ,7.51 ,0.31 ,9.64 ,1.05 ,38.68 ,1.84, 231, 10, 255, 28
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.30 ,7.56 ,0.13 ,9.84 ,0.94 ,39.83 ,0.77, 236, 9, 255, 20
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.18 ,7.72 ,0.04 ,9.89 ,1.15 ,38.68 ,0.26, 237, 11, 255, 16
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,5.84 ,7.61 ,-0.10 ,9.59 ,0.84 ,37.54 ,-0.61, 230, 8, 255, 22
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,5.99 ,7.48 ,0.36 ,9.59 ,1.15 ,38.68 ,2.17, 230, 11, 255, 26
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.50 ,7.17 ,-0.06 ,9.68 ,1.05 ,42.21 ,-0.37, 232, 10, 255, 22
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.33 ,7.58 ,0.37 ,9.89 ,0.94 ,39.83 ,2.16, 237, 9, 255, 18
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,5.89 ,7.98 ,-0.23 ,9.93 ,1.57 ,36.42 ,-1.33, 238, 15, 255, 16
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.44 ,7.69 ,-0.68 ,10.05 ,0.52 ,39.83 ,-3.90, 241, 5, 255, 18
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.00 ,7.80 ,0.07 ,9.84 ,1.57 ,37.54 ,0.41, 236, 15, 255, 22
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.28 ,7.80 ,-0.84 ,10.05 ,1.36 ,38.68 ,-4.82, 241, 13, 255, 18
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.00 ,7.80 ,0.14 ,9.84 ,1.68 ,37.54 ,0.84, 236, 16, 255, 22
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,5.99 ,7.48 ,0.32 ,9.59 ,1.05 ,38.68 ,1.95, 230, 10, 255, 25
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,5.87 ,7.63 ,0.25 ,9.64 ,1.26 ,37.54 ,1.53, 231, 12, 255, 16
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.05 ,7.55 ,0.25 ,9.68 ,1.15 ,38.68 ,1.51, 232, 11, 255, 20
524 ,32917 ,0.00 ,0.00 ,1044 ,26 ,6.18 ,7.71 ,0.38 ,9.89 ,0.84 ,38.68 ,2.23, 237, 8, 255, 16
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.18 ,7.69 ,0.62 ,9.89 ,1.05 ,38.68 ,3.59, 237, 10, 255, 19
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.41 ,7.67 ,-0.49 ,10.01 ,0.63 ,39.83 ,-2.83, 240, 6, 255, 22
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.22 ,7.45 ,0.40 ,9.72 ,1.26 ,39.83 ,2.36, 233, 12, 255, 25
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.26 ,7.79 ,0.58 ,10.01 ,0.94 ,38.68 ,3.36, 240, 9, 255, 20
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.10 ,7.92 ,-0.48 ,10.01 ,1.47 ,37.54 ,-2.79, 240, 14, 255, 22
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.10 ,7.93 ,-0.30 ,10.01 ,2.20 ,37.54 ,-1.77, 240, 21, 255, 22
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.12 ,7.93 ,-0.84 ,10.05 ,1.99 ,37.54 ,-4.79, 241, 19, 255, 18
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.20 ,7.42 ,0.44 ,9.68 ,1.26 ,39.83 ,2.62, 232, 12, 255, 25
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.10 ,7.91 ,-0.65 ,10.01 ,1.57 ,37.54 ,-3.73, 240, 15, 255, 22
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.23 ,7.78 ,-0.11 ,9.97 ,2.20 ,38.68 ,-0.65, 239, 21, 255, 18
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.41 ,7.68 ,-0.38 ,10.01 ,0.73 ,39.83 ,-2.23, 240, 7, 255, 21
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.22 ,7.45 ,0.41 ,9.72 ,1.15 ,39.83 ,2.44, 233, 11, 255, 22
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.39 ,7.56 ,1.20 ,9.97 ,0.94 ,39.83 ,6.92, 239, 9, 255, 18
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.23 ,7.78 ,0.00 ,9.97 ,1.68 ,38.68 ,0.02, 239, 16, 255, 20
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.41 ,7.68 ,0.34 ,10.01 ,0.84 ,39.83 ,1.98, 240, 8, 255, 20
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.26 ,7.80 ,-0.46 ,10.01 ,1.36 ,38.68 ,-2.64, 240, 13, 255, 16
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.26 ,7.81 ,-0.34 ,10.01 ,1.78 ,38.68 ,-1.97, 240, 17, 255, 19
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.44 ,7.70 ,-0.53 ,10.05 ,0.63 ,39.83 ,-3.04, 241, 6, 255, 20
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.12 ,7.96 ,-0.44 ,10.05 ,2.20 ,37.54 ,-2.52, 241, 21, 255, 16
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.05 ,7.55 ,0.33 ,9.68 ,1.36 ,38.68 ,2.01, 232, 13, 255, 19
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.20 ,7.70 ,0.84 ,9.93 ,1.05 ,38.68 ,4.87, 238, 10, 255, 16
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.26 ,7.80 ,-0.38 ,10.01 ,1.68 ,38.68 ,-2.19, 240, 16, 255, 20
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.10 ,7.91 ,-0.60 ,10.01 ,1.99 ,37.54 ,-3.47, 240, 19, 255, 16
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,-4.84 ,8.37 ,-0.37 ,9.68 ,0.73 ,-30.00 ,-2.19, 232, 7, 255, 19
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.22 ,7.45 ,0.32 ,9.72 ,1.36 ,39.83 ,1.93, 233, 13, 255, 18
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.26 ,7.81 ,-0.08 ,10.01 ,2.10 ,38.68 ,-0.49, 240, 20, 255, 16
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.44 ,7.72 ,-0.09 ,10.05 ,0.84 ,39.83 ,-0.53, 241, 8, 255, 20
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.12 ,7.94 ,-0.66 ,10.05 ,1.47 ,37.54 ,-3.78, 241, 14, 255, 24
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.20 ,7.41 ,0.50 ,9.68 ,1.15 ,39.83 ,2.96, 232, 11, 247, 21
600 ,32918 ,0.00 ,0.00 ,1071 ,30 ,6.25 ,7.49 ,-0.08 ,9.76 ,1.26 ,39.83 ,-0.47, 234, 12, 255, 16
467 ,32919 ,0.00 ,0.00 ,1053 ,23 ,6.47 ,7.72 ,-0.65 ,10.10 ,0.21 ,39.83 ,-3.72, 242, 2, 255, 24
467 ,32919 ,0.00 ,0.00 ,1053 ,23 ,6.25 ,7.48 ,0.39 ,9.76 ,1.36 ,39.83 ,2.29, 234, 13, 255, 27
